id,feedback,tag,label
14868,"çalışmır, elektrik dartma yoxdur",,technical_support
14869,klikleme işləmirdi güclə bağladm,,technical_support
14870,sukan eyilib sebetin boltu dusub,,technical_support
14871,pulu geri qaytarın bu nə biyabrcılıqdı bir saat əlimdə velosiped getirmisem dayanıb getmir ayıbdır,,customer_support
14872,Qabaq teker kilidi acilmir xarabdi anbara getmelidi,Electrical system,technical_support
14873,Check the left pedal,Other,technical_support
14874,педали тяжело крутились,,technical_support
14875,hərşey əladır lakin qiymətlər biraz yüksəkdir qısa məsafə üçün,,other
14876,dehsetdi derecede pisss 20 yanvarda nizamiyə əlimizdə gəlib,,customer_support
14877,Sag satun eyilib,Other,technical_support
14878,thans,,other
14879,zencirlerinde problem var. surende pedallari cox cetin basilir ve zencirler her 10-15 sanieden bir ses cixardir.,,technical_support
14880,тормоза жутко скрипят.,,technical_support
14881,Kildi əyilib \nRahat bağlanmır,Other,technical_support
14882,хотелось бы завтра найти этот велосипед на этом же месте,,other
14883,sağ tormuz işlemir velosipedden ses gelir çoxlu motorundan,,technical_support
14884,pedali qiriqdi,,technical_support
14885,biraz sürdüm xarab oldu,,technical_support
14886,slow speed,,other
14887,Salam 3 cü pillədə problem var,Gears/transmission,technical_support
14888,Pedal həssaslığı əla,,other
14889,a20532 sürmə zamanı qırıq səs gəlir,,technical_support
14890,yaxsidi,,other
14891,işləmir xarabdı,,technical_support
14892,Переключатель скоростей повреждён,,technical_support
14893,elektrikle hereket etmedi,,technical_support
14894,Qabaq təkər yararsız vəziyyətə anbara,Other,technical_support
14895,Təmirə getsin,Motor,technical_support
14896,zeng ishlemir,,technical_support
14897,əla. bir az dq ucuz olsa daha əla olar qabaq təkrd diqqtlə qulaq asdıda xırda səs gəir.,,technical_support
14898,ikinci velosiped niyə aktivləşdirmək olmur?,,technical_support
14899,ужасный велосипед не работал электро двигатель,,technical_support
14900,Dayag qırıgdı,Other,technical_support
14901,pedala basdıqda səslər gəlirdi. donqultu səsləri.,,technical_support
14902,"gedişi sonlandıranda problem yaranır. deyir ki kilidlə ama kilidləmiş oluram. 5,6 dəfə təkrar gğndərdikdən sonra təsdiqləyir",,customer_support
14903,madao was better,,other
14904,təkərləri çox bərkdi dəyşin və ya amarzasiya sistemi qoyun,,other
14905,əla süper,,other
14906,çox ağır fırlanırdı pedallar,,technical_support
14907,mən sürə bilmədim,,customer_support
14908,sürət artmlr. arxa təkərdə problem var. tormozlayır,,technical_support
14909,oturacagi pisdir,,technical_support
14910,ş,,other
14911,Dillərdən 1i qırığdı,Gears/transmission,technical_support
14912,Çoz əla idi,,other
14913,"sürətində problem var, yaşıl velosipedlər kimi işləyir",,technical_support
14914,ошибку дает не едет,Display,technical_support
14915,zaeyatkası ypx idi,,technical_support
14916,park yerləri olduqca azdı👎,,other
14917,işləmir yaxşı,,technical_support
14918,скутер не поехал,,technical_support
14919,2-ci sürəti pis işləyir,,technical_support
14920,sag əyləci sıxdıqda səs gəlir,,technical_support
14921,eyri rul,,technical_support
14922,cox pis xidmet menimle elqqe saxlayin,,customer_support
14923,motorlu qoyursuz qiymeti de yüksek imkaniz olanda velosipedleri yoxlayin motorlu velosipedde ter tokerrk gelmiwem bu qeder milleti aldatmayin!,,technical_support
14924,Arxa bolt yoxdu,Brakes,technical_support
14925,"Rul fırlanıb,troslar qarışıb",Handlebar,technical_support
14926,yene lock zamani problem yasandi vaxt itkisine sebeb oldu,,customer_support
14927,kilidlənmə gec oldu,,customer_support
14928,didn’t ride even,,customer_support
14929,işləmir ama pulumu çıxır zəhmət olmasa geri ödəniş eliyin,,customer_support
14930,Dinama işığı qırığdı,Lights,technical_support
14931,nəsə problem var idi anlamadım,,other
14932,arxa əyləc işləmir,,technical_support
14933,işlə ir,,technical_support
14934,more parking slots!!!!,,other
14935,"QR aktiv olunsa da, velo çalışmır",Motor,technical_support
14936,velosped işlemir!!,Other,technical_support
14937,didn’t unlock,,customer_support
14938,Bulvarda ishlemeyen ve Baku flames terefinden muzeyin ichinde gizledilen velosipedleriniz var. apar 1010 ishlemir. digeri ise gizledilib,,technical_support
14939,Акселератор заклинает,Other,technical_support
14940,Yekunlaşmır,Other,customer_support
14941,"I cannot end ride, i didn't use",Other,customer_support
14942,"Tormozun ikisin birden ehmalca basmasan, guclu sesi gelir",,technical_support
14943,no instuctions about how to lock,,other
14944,Сиденье испачкано голубями,Saddle,technical_support
14945,неисправная трансмиссия,,technical_support
14946,"oturaq işləmir, tormoz, özünə sürətlənmə",,technical_support
14947,Sağ əyləc dəstəyi,Brakes,technical_support
14948,pissss,,other
14949,замок не открывается,Other,technical_support
14950,suret satabil  dayanmir cox tez dusur. velo surmək istəsəm sadə velo goturerdim.,,technical_support
14951,"Ön əyləc, mator",Other,technical_support
14952,"почти все в точке не работали, еле урвала этот, как только один парень оставил его",,technical_support
14953,педаль отваливается,,technical_support
14954,Krilonun bolt yeri sarvat olub,Frame,technical_support
14955,Motor temir,Motor,technical_support
14956,очень скрипит,,technical_support
14957,səs gəlir velodan,,technical_support
14958,чётко,,other
14959,Ön dinama işığı yanmır,Lights,technical_support
14960,sağ pedal fırlanmır,,technical_support
14961,kilid baglanmir,Other,customer_support
14962,Sepi qirig,Chain,technical_support
14963,tormozda ses edir,,technical_support
14964,"Транспортное средство долдно дыть у нас 10424, а здесь нет такого велосипеда. И не модем ни остановить поездку, а деньги списываются\nЯ",QR code,customer_support
14965,Arxa boltu yoxdur,Other,technical_support
14966,velosiped yenə işləmir,,technical_support
14967,lock problem,,technical_support
14968,Не можем завершить поездку,Ignition,customer_support
14969,проблема с тормозом,,technical_support
14970,Gedişi sonlandıra bilmirəm,Other,customer_support
14971,"Lock problemi,dəmir əyilib",Other,technical_support
14972,biyabirciliggdi vAllah bele is gormurler velosiped sesi gelir amma isigi yanmir herekey eletdirmek mumkun deyil,,technical_support
14973,очень хорошо,,other
14974,Dayağı qırılıb və ya çıxarılıb. Bir də nəsə texniki problem var. Hərəkət halında sürət sıfırlanırdı və ya spidometr 0 göstərirdi. İşıq tam yanmırdı,,technical_support
14975,Watun yoxdu anbara,Other,technical_support
14976,Skutet işə düşmədi,,technical_support
14977,Gedişi bitirmək olmur. Sahildə dayqnacaqda,QR code,customer_support
14978,"çox bərbad. artıq neçənci dəfədir ki, yeni problemi yaşayıram. əlaqə saxlasanız izah edərəm.",,customer_support
14979,velosipedin sepi cixmish veziyyetde idi goturenden sonra gordum. sepi berpa edib surushe bashladim. dayaqlar siniqdir.,,technical_support
14980,pedallar əyridi oturacag əyilir,,technical_support
14981,bbb,,other
14982,eylecler cox pis ishleyir,,technical_support
14983,zaydır,,technical_support
14984,Oturacaq yuxarda qalmir asagi dusur surmek olmur,Lose/worn parts,technical_support
14985,wehicle is too far from your phone...,,technical_support
14986,Teker kilidlenmir + gos,Other,technical_support
14987,Sürücülər velozonada maşın sürür,,other
14988,bahadi endirim etmirsiz,,other
14989,velosiped islemedi! sadece yoxlamaq ucun pulumhz getdi!,,customer_support
14990,Zara do,,other
14991,too lait waiting,,other
14992,sol tormoz işdəmir,,technical_support
14993,teach people to not walk in cycle lanes,,other
14994,педали не крутились,,technical_support
14995,"Salam, active girisle bagli problem yasayiram, hal hazirda sondure bilmirem zehmet olmasa komeklik gostererdiniz",Other,customer_support
14996,ayaq stoykası yaxşı deyildi çətin qalxıb enirdi,,technical_support
14997,park yeri yetersizdir,,other
14998,içərişəhərdə bir neçə insan kartıma pul at mənimdi bular deyir maraqlanarsız zəhmət olmasa,,customer_support
14999,velosebed nasaz idi,,technical_support
15000,pedallarinda problem var cox cetin basmag olur ayagi,,technical_support
15001,Park yerindeyim sürüşü bitiremiyorum,Kickstand,customer_support
15002,küləkli havada idarə etmək qarda idarə etməkdən çətindir,,other
15003,yağ kimi,,other
15004,Elektro matoru qırılıb,Other,technical_support
15005,Sağ əyləcdə arxa təkər sürüşür,,technical_support
15006,Tormoz sisteminnen ses gelir,,technical_support
15007,not locking properly,,technical_support
15008,it was fantastic,,other
15009,niye cixmir yerinden,,customer_support
15010,velosiped cox agir gedirdi,,technical_support
15011,bu velosipeddə işıq yanmırdı və qabaq sağ tormoz işləmirdi,,technical_support
15012,skuterin zengi islemir,,technical_support
15013,rolu dondərəndə səs edir,,technical_support
15014,Sepi çıxıb və xarabdi,,technical_support
15015,4km elektriklə gedəcəyi görünürdü. 100metr getmədən elektrik motor dayandı.,,customer_support
15016,its not working,,technical_support
15017,qadagan olunmus yer cox oldugu ucun normal surmek mumkin deyil,,other
15018,ужасное качество ручек,,technical_support
15019,her seyi nasazdi,,technical_support
15020,rolu duz islemir,,technical_support
15021,лучше чем обычно,,other
15022,Sidennkkin demiri deyiwmelidir,Other,technical_support
15023,I cant take it,,other
15024,на него будто вырвали,,technical_support
15025,"left brake barely works, there is a clicking aound in the gear",,technical_support
15026,təkəsri boş idi . çox çirkli idi,,technical_support
15027,velosiped başqası tərəfindən aparılıb,Other,customer_support
15028,the electricity a little bit laggy . the break is not releasing fully that may be reason for that lag,,technical_support
15029,брал до этого 2 раза другой самоката он не включаться просто бибикал,,technical_support
15030,Əvvəlki dayanacağında ön təkəri əziblər vanllar sürət yığanda səs edir,Vandalism,technical_support
15031,very small area,,other
15032,No pedals,Pedals,technical_support
15033,velosipedin pedali qiriqdir,,technical_support
15034,bərbad.klit sistemin dəyişdirin adamı bezdirir klitıənmir.velosiped çox ağır gedir.oturacgi narahatdi düşür aşağı,,technical_support
15035,bhhnj,,other
15036,"şestrandan çox səa gəlir, skorus dəyişdirəndə belə eyni qalır, tomoz əltutulan yeri qırılıb",,technical_support
15037,scooter yoxdu. buda qiriq idi qabaq hissesi. gucnen gelmishem,,technical_support
15038,Cps problemi azneft yoxdu,Other,technical_support
15039,"Bəzən elektroveloları aktivləşdirirəm, app də aktivləşir, və velosipeddən də açılma səsi gəlir, lakin velosiped hərəkət etmir, bu səfərdən öncəki 2 skan etdiyim veloda elə oldu.",Other,technical_support
15040,siqnal yaxşı işləmir,,technical_support
15041,very havy bicycle,,other
15042,pedal işləmir alarm verir,,technical_support
15043,"nasaz yavaslayir , surtur",,technical_support
15044,"не смог закончить вовремя, снялись деньги",,customer_support
15045,velosiped kilidi açılmadığına görə yola düşə bilmədim,,technical_support
15046,on eylec tutmur,Brakes,technical_support
15047,on tekerde problem var idi,,technical_support
15048,yolda gedərkən ayaqlıq qırıldı qəza şəraiti yarandı,,technical_support
15049,Tormozlar zeif ve süretlendirmede problem,Motor,technical_support
15050,bu skuterin sükanında problem var,,technical_support
15051,"sepi çıxıb, içinədə zibil atıblar",,technical_support
15052,Qabaq teker,Vandalism,technical_support
15053,сломано крепления для сидения,,technical_support
15054,"сначала показало что батареи хватит на 18 км и через пару минут было уведомление что нужно припарковать велосипед, так как батарея села и осталось 3 км",,customer_support
15055,skorusu qırıq idi,,technical_support
15056,Arxa qayka yoxdur,Other,technical_support
15057,Gear switch condition is unacceptable,,technical_support
15058,Правая педаль кривая,Pedals,technical_support
15059,Qabaq krilo sınıb,Other,technical_support
15060,Баиарейка скла,Battery,technical_support
15061,Oturacağın əl dəstəyində problem var,Saddle,technical_support
15062,pedali yoxdur,,technical_support
15063,gediş zamanı tak-tak səs çıxarır,,technical_support
15064,batareyasi bitdi,Electrical system,technical_support
15065,"Ağırdır, 3-cü skorosda pedal atır. qiyməti çox bahadır.",,technical_support
15066,Satun və pedal yoxdur anbara getmelidi,Other,technical_support
15067,🤝🤝👍👍,,other
15068,Bağlıya bilmirəm deyir eyni yerdə deyilsiz,Other,customer_support
15069,Şatun içi yiyilib,Other,technical_support
15070,zəhmət olmasa gediş sonlandırın,Other,customer_support
15071,"Əridir, gedəndə səs verir",Front wheel,technical_support
15072,Təkər tərpənmirdi,Ignition,technical_support
15073,"Bu bulvarda velosipsd sürmək arzum var idi,genişdir deyə.Arzumun reallaşmasına yardımçı oldunuz,təşəkkürlər😍👏",,other
15074,Pauza verə və bağlaaya bilmirəm bağlayın zəhmət olmasa,QR code,customer_support
15075,velosipedin arxa əyləci isdemir,,technical_support
15076,sağ pedal narahtdır,,technical_support
15077,təkər cıxıb yerindən,,technical_support
15078,starti cox pisdi,,technical_support
15079,"велосипед в плохом состоянии , скрипит",,technical_support
15080,çirkli sükan,,technical_support
15081,some bike roads are missing,,other
15082,sukanda problem var idi. 100 metrdən sonra başa düşdum və saxladım. Xahiş edirəm ödənişi geri qaytarasız,,customer_support
15083,руль от переднего колеса отходит при повороте,,technical_support
15084,"руль не стабилизированный, смотри в права так скажем",,technical_support
15085,Dayanacaq zonalari cox menasizdir. 1)filarmoniya ve chayki arasnda olan zonada saxlamağa yer yoxdur. güya asan olmalıdı velosiped amma bunun üçün de parkovka problemi yaşayırıq. 2) four seasonsun yanına dayanacaq qoymusuz. bulvardan ora necə keçək?,,other
15086,uncomfortable,,other
15087,qısa məsafə üçün qiymət bahadır,,other
15088,qiymetler yuksekdir,,other
15089,worse than ever,,other
15090,"parking etdikdə bildiriş gəlir ki, velosiped sizdən uzaqdadır. Başqa parkində gəldim, artıq neçəbci dəfədur bu hal",,customer_support
15091,"Çox pis vəziyyətdədir, salamat yeri yoxdur. Bu vəziyyətdə surmək olmaz",,technical_support
15092,çox pis parklanma yerini tapana qədər həm pulum çıxdı həm də işə gecikdim,,customer_support
15093,Sürət ötürücü sınıb,Other,technical_support
15094,Rulavoy das kimi,Other,technical_support
15095,Qapağı yoxdu,Gears/transmission,technical_support
15096,Pedal qırılıb deyişilmelidi,Other,technical_support
15097,parklama dolu idi,,other
15098,broken speed,,technical_support
15099,цену снизите. или дайте промокод,,other
15100,Her deq odeniş cixilir niye bele edirsiz menden artiq pullar cixirsiz qaytarin,Other,customer_support
15101,sol tormoz zəif tutur,,technical_support
15102,ötürücü bərbad gündədir,,technical_support
15103,İlerlemiyor motor devreye girmiyor,Motor,technical_support
15104,SKUTER HƏRƏKƏTƏ DÜŞMƏDİ 100% lik endirim getdi!,,customer_support
15105,yaxshi ishlemedi,,technical_support
15106,aktivleshmir.,,technical_support
15107,elektrik işə düşmür,,technical_support
15108,zibil,,other
15109,banana,,other
15110,"velosiped cox agir gedir, ona gore qaytarib qoydum",,other
15111,Sepi sıradan çıxıb,,technical_support
15112,perfect experience,,other
15113,tormuza basirsan eləbil siqnal verir,,technical_support
15114,too dangerous right break totally not working,,technical_support
15115,ela kimi,,other
15116,не могу завершить поездку 5 минут,,customer_support
15117,a,,other
15118,"Sol tormoz sıxılır qalır, gec açılır. Sağ tormozu sürətli gedişdə sıxanda arxa təkəri gah, sağa gah sola atır, itələyir rezki. / Təşəkkürlər, APAR!",,technical_support
15119,Çennen 2 dene velloya gore 6 manat pul çixilib,Front wheel,customer_support
15120,Sahil  bağı kilid qırıq,Other,technical_support
15121,Lock elediyim halda 4-5 defeden sora sonlandi,,customer_support
15122,Səbətin qabağı qırıqdır və səs çıxardır,Other,technical_support
15123,not good working. has a mechanic problem,,technical_support
15124,ilk açılış üçün 0.40 azn ödənişin hec bir esasi yoxdu,,other
15125,"Bu velosipedin zəngi xarabdır, zəhmət olmasa zəngini düzəldin",,technical_support
15126,pedallar,,technical_support
15127,зарядка закончилась но минуты все еще идут,Battery,customer_support
15128,Enerjisi bitib amma dolu kimi göstərir xəritədə,Ignition,customer_support
15129,Sag pedalda eyrilik var,Pedals,technical_support
15130,stop qapaqi lazimdir,Other,technical_support
15131,Matordan problem var Anbara gedib baxılmalıdır,Motor,technical_support
15132,worst ride of my life,,other
15133,фара кривая. почините плес,,technical_support
15134,"Velosiped çalışmır. Pedala basanda sürət ekranında 24 yazır və demək olar ki, hərəkət etmir",Other,technical_support
15135,Низкие педали и иногда педаль прокручивается,,technical_support
15136,velosiped nasaz kimi gedir,,technical_support
15137,tüklü əyri idi düzəltdim neçə dəqiqə orda dayandim,,other
15138,velosipedler çox çirkli olur.,,technical_support
15139,gedise baslaya bilmirem,Other,technical_support
15140,правый тормоз не работает,,technical_support
15141,Velosipedin locationu uzaqda göstərir söndüre bilmirem.,Firmware,customer_support
15142,Pedalı yox idi,Saddle,technical_support
15143,Baglaya bilmirem,Other,customer_support
15144,velosiped ümumiyyətlə kiliddən çıxmır,,technical_support
15145,yaxşıkı apar var❤️💚,,other
15146,During night it sucks while ending and taking its whole picture. I wasted 5 mins to take it in the photo as a whole,,customer_support
15147,Sağ pedali sıxılmalidi,Pedals,technical_support
15148,siqnali iwlemir,,technical_support
15149,Baglamisam amma gedisi tamamlaya bilmirem,Chain,customer_support
15150,Don't parking in parking zone,Other,customer_support
15151,Sağ qrips yoxdur,Other,technical_support
15152,zaryatka qurtardi ve sonlanmirdi. yuk masini yoldan tapib aparmisig. bu bizim cibimize ziyan vurdu,,customer_support
15153,Agır dönür,Handlebar,technical_support
15154,Один тормаз слабо работал,,technical_support
15155,pedali fırlatmaq olmur prablem var,,technical_support
15156,gedmə bilmıdik sürülmədi,,technical_support
15157,Sukan berbaddir. Ayrica sukani idare etmeye enerji serf etdim. Amortizasiya sifir. Bele velosipedi istismara buraxmaq olmaz,Handlebar,technical_support
15158,parkovkada olmağıma rəğmən sistem məni 5 dəqiqə yubadaraq velosipedin park ərazisində olmadığını qeyd etdi,,customer_support
15159,iwlemire,,technical_support
15160,telefon tutacağı işləmir,,technical_support
15161,Левая педаль сломанная,Pedals,technical_support
15162,Tormuz işlemirdi ve buna gore qeza seraiti yarandi maşinin altina girdim hem ayagima hemde maşina zede deydi buna gore surucuye 50 manat kompensasiya odemeliye,,customer_support
15163,"Здравствуйте,я взял электро-велосипед,но Когда я нажимаю на педаль он не едет.Помогите с проблемой или верните деньги",Battery,customer_support
15164,Mən istifadəyə başlayanda barsetkada adapter qalmışdı. Elmlər mothercare-in yanından velosipedi götürdüm. Yasamal parkında qoymuşam indi. İtirən müraciət etsə yerini deyə bilərsiniz indi.,Other,customer_support
15165,when switching bike speed (from 2 to 3) it starts to make noise,,technical_support
15166,velosipedi necə deaktiv edəcəyimizi əvvəlcədən qeyd etsəydiniz yaxşı olardı,,other
15167,saxlamaqa yer azdi,,other
15168,sükan ağır dönür,,technical_support
15169,parking azdir,,other
15170,front brake is not unlocking,,technical_support
15171,bike is broken,,technical_support
15172,yavaş sürətlə gedir.,,technical_support
15173,Dəyandır velosipedləri,QR code,customer_support
15174,slow and heavy,,technical_support
15175,niye menden odenish tutdu? men ayliq subscription etmishem. 10 gedish 1 saat,,customer_support
15176,çox çıxılıb pul,,customer_support
15177,"parkinqdə gedişi sonlandırmaq istədiyim halda dəfələrlə bildiriş gəldi ki, velosiped sizdən uzaqdadır. 5 dəqdən çox boşuna gediş gedib+vaxtım grdib. Bir də başqa dayanacağa sürüb orda saxlayıb yolumu uzatmışam. Orda da bir dəfə uzaqdadl bildirişi gəldi",,customer_support
15178,parkıng duz chalishmir. location gec teyin edilir,,technical_support
15179,"Fasiləyə qoymaq istədim, kilidi çəkdim aşağı, ancaq indi sürə bilmirəm",Other,customer_support
15180,Lock button is missing,Lose/worn parts,technical_support
15181,hər şəy taxşıdı ama sürəti çox azaltmısız. əvvəl 25 ilə rahat gedirdim indi rahat sürət 20-dir. çox təəssüf!,,other
15182,happy new year by unicorn,,other
15183,arxa təkərin pakrişkası çıxıb,,technical_support
15184,оставила колонку,,customer_support
15185,Kilidləmək olmur. Kilid işləmir.,Other,customer_support
15186,problemi gar sureti qzaldir ozu,,technical_support
15187,Işlemir gaz verende qırmızı acar isaresi cixir,Ignition,customer_support
15188,Oturacağın hündürlüyünün tənzimlənməsində problem var,,technical_support
15189,было отлично спасибо,,other
15190,sepi qırıqdı,,technical_support
15191,Oturacagin turbasi eyilib,Chain,technical_support
15192,ngyy,,other
15193,"Использовал самокат 3 минуты не возможно было остановить, остновил самокад на положеном месте прошу учесть это",Other,customer_support
15194,Volosipedin yanındayam sönmür,Other,customer_support
15195,Pedalı qırıqdır. Mən götürməmişdən belə idi. Biraz sürməyə cəhd elədim. Olmadı amma,Pedals,technical_support
15196,Skuter sonub larklanma zonasindayam gps islemir,Kickstand,customer_support
15197,çox berbad gündə gedmir 1ci skorusda hele,,technical_support
15198,Skorus xarab olub.,,technical_support
15199,Scooter not starting,Other,technical_support
15200,it was too dirty for me to write on it,,technical_support
15201,"pulu çıxdı , sürə bilmədim. sildim programı",,customer_support
15202,"Ərazi genişləsə daha yaxşı olar, Əhmədli metrodan daha uzağa gedə bilmirik",,other
15203,Ön krilo dəyişməlidir,Other,technical_support
15204,Тормоза не разжимаются,Brakes,technical_support
15205,Rejimlərə cavab vermir,Other,technical_support
15206,gooness,,other
15207,tormoz sistemi xətasız olsa belə ya tərkərlərdən ya da əyləc sisteminsən səbəbdən tam yaxşı işləmirdi,,technical_support
15208,Замок аккумулятора,Battery,technical_support
15209,Kilitlidi,Gears/transmission,customer_support
15210,eylec ve oturacaq problemi,Saddle,technical_support
15211,Отлично❤️,,other
15212,Был сломан замок для блокировки,,technical_support
15213,Shokers are not good,,other
15214,skors dəyişmə hissəsi zədələnib,,technical_support
15215,aktivlesmedi,,technical_support
15216,"I parked at the parking lot, but still I can’t end the ride",Other,customer_support
15217,totally broken,,technical_support
15218,eylec bendleri yeyilib,,technical_support
15219,əla..lakin götürdüymüz velosipedi bütün apar parklanma zonasında saxlamaq olsa daha yaxşı olar.məcbur yer altə piyada keçidindən keşmək məcburiyyətində qalmayaq...!,,other
15220,"ayib olsun bu velikleri getirmekdense, getirmesez yaxsi idi",,other
15221,parklama olmirdu,,customer_support
15222,"Left pedal loose, impossible to pedal",,technical_support
15223,Velosiped orda deyil,Other,customer_support
15224,"Həzi Aslanov metrosunda, piyada keçidinin yanındakı parkinqdə qazıntı işi getdiyi üçün, velosipedi palçığa atmışdılar. Parkinqi müvəqqəti ləvğ etmək tövsiyyə olunur. çünki önünü tam qazıblar, sadəcə geridə dəmirlər qalıb",,other
15225,Sürət ötürücü qırılıb,Gears/transmission,technical_support
15226,Rul ağırdır . İdarəetmə çətindi,Handlebar,technical_support
15227,Velosipedin sürəti görsənmir,Electrical system,technical_support
15228,parklanma zonaları çoxx azdır,,other
15229,Velosiped durdugu yerde sondu amma vaxt davam edir,Other,customer_support
15230,Плохо,Vandalism,other
15231,menen cox pul cixdi 1 azn 1azn,,customer_support
15232,Kilit sisteminde ișlemir gezintiyi dayandira bilmirem,Other,customer_support
15233,təhvil verdim,,other
15234,mesafeye gore cox odenis cixildi,,customer_support
15235,Батарея очень слабая,,technical_support
15236,velosiped işləmədi,,technical_support
15237,"Eyni anda həm yaşıl, həm də narıncı velosiped götürülə bilməməsi doğru deyil.",Other,other
15238,I hate taking photoes and double clicking for starting riding,,other
15239,Kitlenmir,Other,customer_support
15240,Mator işləmir Anbara getmelidir.,Motor,technical_support
15241,dayaq yoxdur.,,technical_support
15242,"sükanda problem var, düz getmir",,technical_support
15243,sure bilmedim acilmadi blokdan,,technical_support
15244,siqnalı əzilib deyə işləmir,,technical_support
15245,bu velosioedin təcili texniki təmirə ehtiyacı var. Çox pis manevrlar edir və mənə elə gəldiki paççenikləri dağılıb dəhşət yolda təhlükə qəza vəziyyəti yaradır çünki tarazlığı çox pisdi,,technical_support
15246,velosiped çox ağır idi,,other
15247,Serpin üzərindəki qoruyucu hissə qırıqdır pedala ilişir,Other,technical_support
15248,Nexsus 1 pillə işləmir,Gears/transmission,technical_support
15249,elektriyi işləmir sürmək olmur,,customer_support
15250,təmizlik 0 sürət həddi problem yaradır,,technical_support
15251,Не работает и на экране это,Other,technical_support
15252,sükan bir az əyridi,,technical_support
15253,нужна предупреждать сколько должно быть на карте,,other
15254,parking zone azdir,,other
15255,qabag təkər firlanmir,,technical_support
15256,Park ede bilmirem sonlandira bilmirem,Other,customer_support
15257,сильно трясётся корзинка,,technical_support
15258,hər şey gözəl cox sağ olun,,other
15259,oturacaq bərkidilmir,,technical_support
15260,yaxşıdı amma pedalı çox rahat,,other
15261,yollar🤷🏽‍♂️,,other
15262,i want end my trip but i cant it says that vehicle away from you,,customer_support
15263,проблема с переключением передач,,technical_support
15264,"Sağ tutacaqda, rezin tam deyil",,technical_support
15265,rol problemi,,technical_support
15266,ekran yanmir ve ozu hereket etmir,,technical_support
15267,oturacaq bunda da sınıqdı,,technical_support
15268,у этого велосипеда была обнаружена проблема с цепью,,technical_support
15269,I cant finalize my ride because it does not work,Other,customer_support
15270,Rul demiri eyri anbara getmelidir,Other,technical_support
15271,not efficient routes. second transmission sometimes malfunctioning,,technical_support
15272,velosipedlerde guzgu olsa əla olar,,other
15273,tormoz xarabıydı,,technical_support
15274,"Заблокируйте свой сломанный велосипед ,Я оставил его там же Гдеби брал , везти его невозможно на парковку, так как он сломан",Electrical system,customer_support
15275,elektrik sureti zeyifdir.,,technical_support
15276,от,,other
15277,"Ön təkər əyilib, narahat gedir",,technical_support
15278,Pedal normal işləmirdi,,technical_support
15279,"он сломался прямо посреди дороги, и у менч нет баланса взять нще один.",Pedals,customer_support
15280,bike was damaged,,technical_support
15281,park ərazisində park edə bilmədim əlavə 4 dəqiqəm getdi və gecikdim,,customer_support
15282,sol torpuz tutmurdu və sağ skorusun üstü qırılıb,,technical_support
15283,qiymət biraz bahadı gediş super birazda amortizasiyası zəifdir,,technical_support
15284,Тяжело крутить колеса,Gears/transmission,technical_support
15285,Getmir heç cür,Motor,technical_support
15286,😅,,other
15287,Arxa krılonu saxlayan dəmir qeyd edilməyib,Other,technical_support
15288,seni çıxıb,,technical_support
15289,qabağı elə bil çıxıb düşəcək tormuz verəndə. təhlükəlidi,,technical_support
15290,Sürət ötürücüsü skladda berpa olunmalidir,Other,technical_support
15291,Yolda qalmışam,Other,customer_support
15292,kili açılmır texniki problemi var !!!!,,technical_support
15293,Çox gec işə düşür,,technical_support
15294,too slow,,technical_support
15295,Sol şatun qırıq anbar,Other,technical_support
15296,oturacaq qalxmirdi,,technical_support
15297,"sürət yığmaq mümkün deyil, çox pis velolardı",,other
15298,Tormozları yaxşı işləmir. çox təhlükəlidir,,technical_support
15299,It's too heavy,,other
15300,wow it was cool,,other
15301,"проблема! диск кривой, велик подпрыгивает",,technical_support
15302,kj,,other
15303,Səbət qırığdı,Other,technical_support
15304,Сидение не возможно отрегулировать,Saddle,technical_support
15305,telefon yeri var ve normal deyil. oturacaq xarabdi.imkan olanda texniki veziyyetlerine baxin,,technical_support
15306,Sars cihazu ve pedallar ses edir,Pedals,technical_support
15307,Elektrik sistemində problem,Electrical system,technical_support
15308,неисправный велосипед,,technical_support
15309,Broke my phone :'( Green ones seriously need some phone holder part,,other
15310,durduğu yerdən çətin tərpənir,,technical_support
15311,sürəndə çox səs gəlir,,technical_support
15312,breaks are weak,,technical_support
15313,cox yaxsi,,other
15314,"ağır işləyir , naklatka səs edir",,technical_support
15315,Parklanma zonasında gedişi dayandıra bilmirəm.,Other,customer_support
15316,seduskasi xarabdi,,technical_support
15317,не работает один тормоз и снизу идут звуки,,technical_support
15318,Niye gore odenis cixildi?,,customer_support
15319,Nəyə görə bu qədər pul çıxıldı?,,customer_support
15320,Zehmet olmasa velosipedi söndürün,Lose/worn parts,customer_support
15321,Açılmadi 28 mall onu,Ignition,technical_support
15322,velosipedi sürə bilmədim rulu xarab idi,,technical_support
15323,"Проблема , он не разблокировался и я не могу его взять и не могу завершить поездку",QR code,customer_support
15324,"Drive kicks in late, necessitating a long spell of hard pedaling",Battery,technical_support
15325,Velosiped getmir tormozlama var,Other,technical_support
15326,qaz iliwib,,technical_support
15327,"bir neçə səfər bildirmişəm yenə bildirirəm artıq ətrafımdaki insanlar velosipedlərdən istifadəni dayandırıblar. Çünki velo zolaqları artıq motosikletlər tərəfindən aktiv şəkildə istifadə olunur, bu hal artdıqca qəza şəraiti də artır. 0",,other
15328,Qırıblar. Səbətindədir,Kickstand,technical_support
15329,oturacağı tənzimlənmirdi,,technical_support
